"","factions","short_name","fathername","number","region_name","totally","accepted","partly_accepted","rejected","redakciyno_accepted","others","no_conclusion"
"308","Батьківщина","Альона Шкрум","Іванівна","2299","",1,0,0,1,0,0,0
"309","Батьківщина","Альона Шкрум","Іванівна","2318-1","",15,1,0,14,0,0,0
"310","Батьківщина","Альона Шкрум","Іванівна","2571-д","",27,26,0,0,1,0,0
"311","ГОЛОС","Соломія Бобровська","Анатоліївна","1066","",11,0,1,10,0,0,0
"312","ГОЛОС","Соломія Бобровська","Анатоліївна","2240","",10,0,5,5,0,0,0
"313","ГОЛОС","Соломія Бобровська","Анатоліївна","2299","",1,0,0,1,0,0,0
"314","ГОЛОС","Соломія Бобровська","Анатоліївна","2343","",2,1,0,1,0,0,0
"315","ГОЛОС","Соломія Бобровська","Анатоліївна","2412-д","",16,4,4,5,3,0,0
"316","ГОЛОС","Соломія Бобровська","Анатоліївна","2414-д","",1,0,0,1,0,0,0
"317","ГОЛОС","Леся Василенко","Володимирівна","0901","",149,26,11,89,23,0,0
"318","ГОЛОС","Леся Василенко","Володимирівна","1197","",6,1,1,4,0,0,0
"319","ГОЛОС","Леся Василенко","Володимирівна","2045-1","",2,0,0,2,0,0,0
"320","ГОЛОС","Леся Василенко","Володимирівна","2240","",4,0,3,1,0,0,0
"321","ГОЛОС","Леся Василенко","Володимирівна","2255","",50,9,19,22,0,0,0
"322","ГОЛОС","Леся Василенко","Володимирівна","2299","",1,0,0,1,0,0,0
"323","ГОЛОС","Леся Василенко","Володимирівна","2343","",11,2,0,8,1,0,0
"324","ГОЛОС","Леся Василенко","Володимирівна","2379","",2,2,0,0,0,0,0
"325","ГОЛОС","Леся Василенко","Володимирівна","3438","",1,0,0,1,0,0,0
"326","ГОЛОС","Галина Васильченко","Іванівна","0901","Львівська область",149,26,11,89,23,0,0
"327","ГОЛОС","Галина Васильченко","Іванівна","1029","Львівська область",4,0,1,2,1,0,0
"328","ГОЛОС","Галина Васильченко","Іванівна","1053-1","Львівська область",3,0,1,2,0,0,0
"329","ГОЛОС","Галина Васильченко","Іванівна","1066","Львівська область",11,0,1,10,0,0,0
"330","ГОЛОС","Галина Васильченко","Іванівна","1073","Львівська область",14,0,1,13,0,0,0
"331","ГОЛОС","Галина Васильченко","Іванівна","1208-2","Львівська область",31,7,4,20,0,0,0
"332","ГОЛОС","Галина Васильченко","Іванівна","1209-1","Львівська область",1,0,0,1,0,0,0
"333","ГОЛОС","Галина Васильченко","Іванівна","1210","Львівська область",28,16,3,9,0,0,0
"334","ГОЛОС","Галина Васильченко","Іванівна","2166","Львівська область",2,2,0,0,0,0,0
"335","ГОЛОС","Галина Васильченко","Іванівна","2179","Львівська область",25,10,2,13,0,0,0
"336","ГОЛОС","Галина Васильченко","Іванівна","2285-д","Львівська область",89,25,17,47,0,0,0
"337","ГОЛОС","Галина Васильченко","Іванівна","2299","Львівська область",1,0,0,1,0,0,0
"338","ГОЛОС","Галина Васильченко","Іванівна","3329-д","Львівська область",4,4,0,0,0,0,0
"339","ГОЛОС","Ярослав Железняк","Іванович","1043","",4,0,0,4,0,0,0
"340","ГОЛОС","Ярослав Железняк","Іванович","1048","",7,0,1,6,0,0,0
"341","ГОЛОС","Ярослав Железняк","Іванович","1060","",2,0,0,2,0,0,0
"342","ГОЛОС","Ярослав Железняк","Іванович","1066","",11,0,1,10,0,0,0
"343","ГОЛОС","Ярослав Железняк","Іванович","1109","",15,5,3,7,0,0,0
"344","ГОЛОС","Ярослав Железняк","Іванович","1208-2","",31,7,4,20,0,0,0
"345","ГОЛОС","Ярослав Железняк","Іванович","1209-1","",1,0,0,1,0,0,0
"346","ГОЛОС","Ярослав Железняк","Іванович","1210","",171,87,16,66,2,0,0
"347","ГОЛОС","Ярослав Железняк","Іванович","2030","",1,0,0,1,0,0,0
"348","ГОЛОС","Ярослав Железняк","Іванович","2047-д","",28,26,1,1,0,0,0
"349","ГОЛОС","Ярослав Железняк","Іванович","2102","",1,1,0,0,0,0,0
"350","ГОЛОС","Ярослав Железняк","Іванович","2103","",10,10,0,0,0,0,0
"351","ГОЛОС","Ярослав Железняк","Іванович","2166","",3,2,0,1,0,0,0
"352","ГОЛОС","Ярослав Железняк","Іванович","2179","",25,10,2,13,0,0,0
"353","ГОЛОС","Ярослав Железняк","Іванович","2255","",52,9,19,24,0,0,0
"354","ГОЛОС","Ярослав Железняк","Іванович","2285-д","",326,102,43,181,0,0,0
"355","ГОЛОС","Ярослав Железняк","Іванович","2317","",14,1,0,13,0,0,0
"356","ГОЛОС","Ярослав Железняк","Іванович","2336","",7,6,0,1,0,0,0
"357","ГОЛОС","Ярослав Железняк","Іванович","2524","",16,5,1,10,0,0,0
"358","ГОЛОС","Ярослав Железняк","Іванович","2571-д","",7,7,0,0,0,0,0
"359","ГОЛОС","Ярослав Железняк","Іванович","3297","",1,0,0,1,0,0,0
"360","ГОЛОС","Ярослав Железняк","Іванович","3322","",9,2,0,4,3,0,0
"361","ГОЛОС","Ярослав Железняк","Іванович","3329-д","",7,5,0,2,0,0,0
"362","ГОЛОС","Ярослав Железняк","Іванович","3355-1","",12,0,0,12,0,0,0
"363","ГОЛОС","Ярослав Железняк","Іванович","3377","",6,3,0,3,0,0,0
"364","ГОЛОС","Юлія Клименко","Леонідівна","0901","",149,26,11,89,23,0,0
"365","ГОЛОС","Юлія Клименко","Леонідівна","1046","",26,10,2,14,0,0,0
"366","ГОЛОС","Юлія Клименко","Леонідівна","1055-1","",8,2,2,3,1,0,0
"367","ГОЛОС","Юлія Клименко","Леонідівна","1061","",7,0,0,4,3,0,0
"368","ГОЛОС","Юлія Клименко","Леонідівна","1209-1","",1,0,0,1,0,0,0
"369","ГОЛОС","Юлія Клименко","Леонідівна","1210","",26,14,3,9,0,0,0
"370","ГОЛОС","Юлія Клименко","Леонідівна","2178-10","",6,0,0,6,0,0,0
"371","ГОЛОС","Юлія Клименко","Леонідівна","2299","",1,0,0,1,0,0,0
"372","ГОЛОС","Юлія Клименко","Леонідівна","3322","",5,2,0,1,2,0,0
"373","ГОЛОС","Юлія Клименко","Леонідівна","3329-д","",4,4,0,0,0,0,0
"374","ГОЛОС","Юлія Клименко","Леонідівна","3398","",1,1,0,0,0,0,0
"375","ГОЛОС","Роман Костенко","Васильович","1043","",4,0,0,4,0,0,0
"376","ГОЛОС","Роман Костенко","Васильович","1066","",11,0,1,10,0,0,0
"377","ГОЛОС","Роман Костенко","Васильович","2343","",4,2,0,1,1,0,0
"378","ГОЛОС","Роман Костенко","Васильович","2398-д","",106,36,20,48,2,0,0
"379","ГОЛОС","Роман Костенко","Васильович","2412-д","",48,26,4,6,12,0,0
"380","ГОЛОС","Роман Лозинський","Михайлович","0901","",149,26,11,89,23,0,0
"381","ГОЛОС","Роман Лозинський","Михайлович","1029","",4,0,1,2,1,0,0
"382","ГОЛОС","Роман Лозинський","Михайлович","1043","",4,0,0,4,0,0,0
"383","ГОЛОС","Роман Лозинський","Михайлович","1066","",39,3,2,32,2,0,0
"384","ГОЛОС","Роман Лозинський","Михайлович","1209-1","",1,0,0,1,0,0,0
"385","ГОЛОС","Роман Лозинський","Михайлович","1210","",26,14,3,9,0,0,0
"386","ГОЛОС","Роман Лозинський","Михайлович","2166","",2,2,0,0,0,0,0
"387","ГОЛОС","Роман Лозинський","Михайлович","2260","",34,3,4,25,2,0,0
"388","ГОЛОС","Роман Лозинський","Михайлович","2285-д","",89,25,17,47,0,0,0
"389","ГОЛОС","Роман Лозинський","Михайлович","2299","",1,0,0,1,0,0,0
"390","ГОЛОС","Олег Макаров","Анатолійович","1008","",38,3,0,35,0,0,0
"391","ГОЛОС","Олег Макаров","Анатолійович","1009","",22,1,1,16,4,0,0
"392","ГОЛОС","Олег Макаров","Анатолійович","1029","",14,2,0,10,2,0,0
"393","ГОЛОС","Олег Макаров","Анатолійович","1056-1","",11,9,0,2,0,0,0
"394","ГОЛОС","Олег Макаров","Анатолійович","1059","",2,0,0,2,0,0,0
"395","ГОЛОС","Олег Макаров","Анатолійович","1152-1","",1,1,0,0,0,0,0
"396","ГОЛОС","Олег Макаров","Анатолійович","1210","",3,2,0,0,1,0,0
"397","ГОЛОС","Олег Макаров","Анатолійович","2116","",1,0,0,1,0,0,0
"398","ГОЛОС","Олег Макаров","Анатолійович","2179","",38,6,2,30,0,0,0
"399","ГОЛОС","Олег Макаров","Анатолійович","2255","",54,7,22,25,0,0,0
"400","ГОЛОС","Олег Макаров","Анатолійович","2259","",1,0,0,1,0,0,0
"401","ГОЛОС","Олег Макаров","Анатолійович","2261","",3,0,0,3,0,0,0
"402","ГОЛОС","Олег Макаров","Анатолійович","2276","",5,4,0,0,1,0,0
